Kingdom	Phylum	Class	Order	Family	Genus	Species
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_sp._Marseille-P3668
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_sp._Marseille-P3763
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	metagenome
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	swine_fecal_bacterium_SD-Xyl6
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	uncultured_Firmicutes_bacterium
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides_sp._Marseille-P4001	None
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	None	None	None
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	uncultured	metagenome	None
Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	None
Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	None
Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	uncultured_Cytophagales_bacterium	None
Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Fibrisoma	Spirosoma_terrae
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	uncultured_Flavobacteriia_bacterium
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sputigena
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	None
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides_odoratus
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	None
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured	metagenome
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	human_metagenome
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	None
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	uncultured_Flavobacteriia_bacterium
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	sediment_metagenome	None
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	None
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Campylobacter_sp._BBN-P
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_hominis
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	None
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	uncultured_Campylobacter_sp.
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	None
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	None
Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria.XI	GpXI	None	None	None
Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	None	None	None
Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	human_gut_metagenome	None	None
Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Synechococcaceae	Synechococcus_PCC-7942	None
Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	None	None	None
Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	metagenome	None	None
Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	uncultured_proteobacterium	None	None
Bacteria	Cyanobacteria	None	None	None	None	None
Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus_geothermalis_DSM_11300
Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus_radiodurans
Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus	uncultured_organism
Bacteria	Dependentiae	Babeliae	Babeliales	uncultured_bacterium	None	None
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	None
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	human_gut_metagenome
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	uncultured_Bilophila_sp.
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_legallii
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_piger
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	None
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	metagenome
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	unidentified
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	human_gut_metagenome
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	uncultured	human_gut_metagenome
Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	None
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	None
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	metagenomes
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	uncultured_Anaeroplasmatales_bacterium
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	uncultured_bacterium
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	None
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	None
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	None	None
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	None	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Asteroleplasma	uncultured_bacterium
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus_Stoquefichus	Candidatus_Stoquefichus_sp._SB1
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus_Stoquefichus	uncultured
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Coprobacillus	Coprobacillus_cateniformis
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Clostridiales_bacterium_CHKCI006
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Clostridium_sp._AUH-JLC39
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Clostridium_sp._AUH-JLR23
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Clostridium_spiroforme_DSM_1552
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	metagenome
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae_UCG-003	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	uncultured_bacterium
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	unidentified_rumen_bacterium_RFN74
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	None	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	human_gut_metagenome	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	uncultured	human_gut_metagenome
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	uncultured_bacterium	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma	Traorella_massiliensis
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-006	uncultured_bacterium
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	uncultured_bacterium
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	uncultured_bacterium
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Absiella_dolichum
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Clostridiales_bacterium_65-2a
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea_sp._Marseille-P3755	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium_moorei
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	uncultured_bacterium
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Clostridium_innocuum_group	Absiella_sp._AM22-9
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Clostridium_innocuum_group	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	metagenome	None
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	uncultured	None
Bacteria	Firmicutes	Bacilli	Izemoplasmatales	None	None	None
Bacteria	Firmicutes	Bacilli	Izemoplasmatales	bacterium_enrichment_culture_clone_CH441	None	None
Bacteria	Firmicutes	Bacilli	Izemoplasmatales	human_gut_metagenome	None	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	None	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_Agilis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_Algidus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_fermentum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_iners
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_ingluviei
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mucosae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_murinus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_saerimneri
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_sanfranciscensis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_sp._oral_taxon_461
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella_ceti
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella_viridescens
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Brochothrix	Brochothrix_sp._AP9F7
Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_garvieae
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_piscium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_Anginosus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mutans
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._oral_taxon_058
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._oral_taxon_065
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	soil_bacterium_LB-P1-32
Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	None
Bacteria	Firmicutes	Bacilli	Lactobacillales	None	None	None
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Metamycoplasma_hominis
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	None
Bacteria	Firmicutes	Bacilli	RF39	Firmicutes_oral_clone_FM046	None	None
Bacteria	Firmicutes	Bacilli	RF39	None	None	None
Bacteria	Firmicutes	Bacilli	RF39	metagenome	None	None
Bacteria	Firmicutes	Bacilli	RF39	uncultured_Archaeon	None	None
Bacteria	Firmicutes	Bacilli	RF39	uncultured_Bacteroidetes_bacterium	None	None
Bacteria	Firmicutes	Bacilli	RF39	uncultured_Clostridiales_bacterium	None	None
Bacteria	Firmicutes	Bacilli	RF39	uncultured_Erysipelotrichaceae_bacterium	None	None
Bacteria	Firmicutes	Bacilli	RF39	uncultured_Lachnospiraceae_bacterium	None	None
Bacteria	Firmicutes	Bacilli	RF39	uncultured_Turicibacter_sp.	None	None
Bacteria	Firmicutes	Bacilli	RF39	uncultured_bacterium	None	None
Bacteria	Firmicutes	Bacilli	RF39	uncultured_prokaryote	None	None
Bacteria	Firmicutes	Bacilli	RF39	unidentified_rumen_bacterium_RF39	None	None
Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	None
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	None
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	None
Bacteria	Firmicutes	Bacilli	None	None	None	None
Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	human_metagenome
Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Catabacter	None
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella_massiliensis
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella_minuta
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenella	metagenome
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenella_sp._AF73-05CM02	None
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	Christensenella_sp._Marseille-P3954
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	Clostridiales_bacterium_Marseille-P2846
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	None
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	bacterium_YE57
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	bacterium_enrichment_culture_clone_RB7c
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	metagenome
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_Christensenellaceae_bacterium
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_Clostridia_bacterium
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_Clostridiaceae_bacterium
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_Peptostreptococcaceae_bacterium
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_marine_bacterium
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_organism
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_rumen_bacterium
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	metagenome	None
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	None	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	metagenome	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	uncultured_Firmicutes_bacterium	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	uncultured_Ruminococcaceae_bacterium	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	uncultured_bacterium	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	uncultured_organism	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	uncultured_prokaryote	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	uncultured_rumen_bacterium_4C28d-18	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	None	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	bacterium_enrichment_culture_clone_B10	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	metagenome	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	uncultured_Archaeon	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	uncultured_bacterium	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	uncultured_organism	None	None
Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	wastewater_metagenome	None	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	AY442821	PAC002521
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	PAC001427
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	PAC002145
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	PAC002166
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	PAC002297
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001115	AB185557
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001115	PAC001444
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001207	DQ394596
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001207	PAC002520
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001207	PAC002570
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001217	PAC001576
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001219	EU464261
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001219	PAC002167
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001219	PAC002168
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001219	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001360	PAC001371
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001360	PAC001443
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001360	PAC001678
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001433	PAC001433
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001437	PAC001437
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001437	PAC001486
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001437	PAC002305
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001437	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001446	PAC001446
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001446	PAC002328
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC001446	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC002169	PAC002169
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC002170	PAC002170
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	PAC002510	PAC002510
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_11	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_13	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_18	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Clostridium_butyricum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Clostridium_disporicum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Clostridium_neonatale
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Clostridium_paraputrificum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Clostridium_sp._ND2
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Clostridium_sp._enrichment_culture_clone_M8C5
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	Clostridium_tertium
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	metagenome
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	uncultured_rumen_bacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_2	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_3	metagenome
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_6	Clostridium_bornimense
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	None	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacterium	PAC000745	PAC000745
Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacterium	PAC001447	PAC002171
Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacterium	PAC002141	PAC002141
Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacterium	PAC002423	PAC002423
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	PAC001998
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	PAC002174
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	DQ238618	DQ238618
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	PAC001098
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	PAC001201	PAC002393
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	PAC001201	PAC002549
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	PAC001270	None
